x,y,z,entity_type
1.5,-0.5,0.0,POLYLINE
1.5012324796640857,-0.5,0.0,POLYLINE
1.5048619197783235,-0.5,0.0,POLYLINE
1.5107863220256865,-0.5,0.0,POLYLINE
1.5189036880891464,-0.5,0.0,POLYLINE
1.5291120196516756,-0.5,0.0,POLYLINE
1.5413093183962465,-0.5,0.0,POLYLINE
1.555393586005831,-0.5,0.0,POLYLINE
1.5712628241634012,-0.5,0.0,POLYLINE
1.58881503455193,-0.5,0.0,POLYLINE
1.607948218854389,-0.5,0.0,POLYLINE
1.6285603787537506,-0.5,0.0,POLYLINE
1.6505495159329873,-0.5,0.0,POLYLINE
1.6738136320750707,-0.5,0.0,POLYLINE
1.6982507288629738,-0.5,0.0,POLYLINE
1.7237588079796684,-0.5,0.0,POLYLINE
1.750235871108127,-0.5,0.0,POLYLINE
1.7775799199313211,-0.5,0.0,POLYLINE
1.8056889561322238,-0.5,0.0,POLYLINE
1.834460981393807,-0.5,0.0,POLYLINE
1.863793997399043,-0.5,0.0,POLYLINE
1.8935860058309038,-0.5,0.0,POLYLINE
1.9237350083723617,-0.5,0.0,POLYLINE
1.9541390067063893,-0.5,0.0,POLYLINE
1.9846960025159583,-0.5,0.0,POLYLINE
2.0153039974840414,-0.5,0.0,POLYLINE
2.0458609932936107,-0.5,0.0,POLYLINE
2.0762649916276383,-0.5,0.0,POLYLINE
2.1064139941690962,-0.5,0.0,POLYLINE
2.1362060026009573,-0.5,0.0,POLYLINE
2.165539018606193,-0.5,0.0,POLYLINE
2.194311043867776,-0.5,0.0,POLYLINE
2.222420080068679,-0.5,0.0,POLYLINE
2.249764128891873,-0.5,0.0,POLYLINE
2.276241192020332,-0.5,0.0,POLYLINE
2.301749271137026,-0.5,0.0,POLYLINE
2.3261863679249295,-0.5,0.0,POLYLINE
2.3494504840670127,-0.5,0.0,POLYLINE
2.3714396212462496,-0.5,0.0,POLYLINE
2.3920517811456112,-0.5,0.0,POLYLINE
2.41118496544807,-0.5,0.0,POLYLINE
2.4287371758365985,-0.5,0.0,POLYLINE
2.444606413994169,-0.5,0.0,POLYLINE
2.4586906816037537,-0.5,0.0,POLYLINE
2.470887980348324,-0.5,0.0,POLYLINE
2.481096311910853,-0.5,0.0,POLYLINE
2.4892136779743135,-0.5,0.0,POLYLINE
2.4951380802216767,-0.5,0.0,POLYLINE
2.498767520335914,-0.5,0.0,POLYLINE
2.5,-0.5,0.0,POLYLINE
2.5,-0.5,0.0,POLYLINE
2.5,-0.4987675203359145,0.0,POLYLINE
2.5,-0.4951380802216763,0.0,POLYLINE
2.5,-0.4892136779743134,0.0,POLYLINE
2.5,-0.48109631191085345,0.0,POLYLINE
2.5,-0.47088798034832424,0.0,POLYLINE
2.5,-0.45869068160375354,0.0,POLYLINE
2.5,-0.44460641399416906,0.0,POLYLINE
2.5,-0.42873717583659865,0.0,POLYLINE
2.5,-0.41118496544807015,0.0,POLYLINE
2.5,-0.3920517811456111,0.0,POLYLINE
2.5,-0.37143962124624946,0.0,POLYLINE
2.5,-0.34945048406701296,0.0,POLYLINE
2.5,-0.3261863679249293,0.0,POLYLINE
2.5,-0.30174927113702626,0.0,POLYLINE
2.5,-0.27624119202033165,0.0,POLYLINE
2.5,-0.24976412889187327,0.0,POLYLINE
2.5,-0.22242008006867886,0.0,POLYLINE
2.5,-0.19431104386777617,0.0,POLYLINE
2.5,-0.16553901860619297,0.0,POLYLINE
2.5,-0.1362060026009571,0.0,POLYLINE
2.5,-0.10641399416909628,0.0,POLYLINE
2.5,-0.07626499162763811,0.0,POLYLINE
2.5,-0.0458609932936106,0.0,POLYLINE
2.5,-0.015303997484041543,0.0,POLYLINE
2.5,0.015303997484041432,0.0,POLYLINE
2.5,0.0458609932936106,0.0,POLYLINE
2.5,0.07626499162763817,0.0,POLYLINE
2.5,0.10641399416909614,0.0,POLYLINE
2.5,0.13620600260095705,0.0,POLYLINE
2.5,0.16553901860619302,0.0,POLYLINE
2.5,0.1943110438677762,0.0,POLYLINE
2.5,0.22242008006867886,0.0,POLYLINE
2.5,0.24976412889187305,0.0,POLYLINE
2.5,0.2762411920203317,0.0,POLYLINE
2.5,0.301749271137026,0.0,POLYLINE
2.5,0.3261863679249293,0.0,POLYLINE
2.5,0.34945048406701285,0.0,POLYLINE
2.5,0.3714396212462494,0.0,POLYLINE
2.5,0.39205178114561123,0.0,POLYLINE
2.5,0.41118496544806993,0.0,POLYLINE
2.5,0.42873717583659854,0.0,POLYLINE
2.5,0.4446064139941688,0.0,POLYLINE
2.5,0.4586906816037535,0.0,POLYLINE
2.5,0.47088798034832413,0.0,POLYLINE
2.5,0.4810963119108531,0.0,POLYLINE
2.5,0.4892136779743135,0.0,POLYLINE
2.5,0.49513808022167627,0.0,POLYLINE
2.5,0.4987675203359143,0.0,POLYLINE
2.5,0.5,0.0,POLYLINE
2.5,0.5,0.0,POLYLINE
2.4987675203359143,0.5,0.0,POLYLINE
2.4951380802216763,0.5,0.0,POLYLINE
2.4892136779743135,0.5,0.0,POLYLINE
2.4810963119108536,0.5,0.0,POLYLINE
2.470887980348324,0.5,0.0,POLYLINE
2.4586906816037533,0.5,0.0,POLYLINE
2.4446064139941694,0.5,0.0,POLYLINE
2.4287371758365985,0.5,0.0,POLYLINE
2.4111849654480704,0.5,0.0,POLYLINE
2.3920517811456112,0.5,0.0,POLYLINE
2.371439621246249,0.5,0.0,POLYLINE
2.349450484067013,0.5,0.0,POLYLINE
2.326186367924929,0.5,0.0,POLYLINE
2.301749271137026,0.5,0.0,POLYLINE
2.2762411920203314,0.5,0.0,POLYLINE
2.249764128891873,0.5,0.0,POLYLINE
2.2224200800686793,0.5,0.0,POLYLINE
2.1943110438677764,0.5,0.0,POLYLINE
2.165539018606193,0.5,0.0,POLYLINE
2.1362060026009573,0.5,0.0,POLYLINE
2.1064139941690962,0.5,0.0,POLYLINE
2.0762649916276383,0.5,0.0,POLYLINE
2.0458609932936107,0.5,0.0,POLYLINE
2.0153039974840414,0.5,0.0,POLYLINE
1.9846960025159586,0.5,0.0,POLYLINE
1.9541390067063893,0.5,0.0,POLYLINE
1.9237350083723619,0.5,0.0,POLYLINE
1.8935860058309038,0.5,0.0,POLYLINE
1.863793997399043,0.5,0.0,POLYLINE
1.834460981393807,0.5,0.0,POLYLINE
1.8056889561322238,0.5,0.0,POLYLINE
1.7775799199313211,0.5,0.0,POLYLINE
1.750235871108127,0.5,0.0,POLYLINE
1.7237588079796682,0.5,0.0,POLYLINE
1.698250728862974,0.5,0.0,POLYLINE
1.6738136320750707,0.5,0.0,POLYLINE
1.6505495159329873,0.5,0.0,POLYLINE
1.6285603787537506,0.5,0.0,POLYLINE
1.6079482188543888,0.5,0.0,POLYLINE
1.58881503455193,0.5,0.0,POLYLINE
1.5712628241634015,0.5,0.0,POLYLINE
1.5553935860058312,0.5,0.0,POLYLINE
1.5413093183962465,0.5,0.0,POLYLINE
1.5291120196516759,0.5,0.0,POLYLINE
1.5189036880891469,0.5,0.0,POLYLINE
1.5107863220256865,0.5,0.0,POLYLINE
1.5048619197783237,0.5,0.0,POLYLINE
1.5012324796640857,0.5,0.0,POLYLINE
1.5,0.5,0.0,POLYLINE
1.5,0.5,0.0,POLYLINE
1.5,0.4987675203359145,0.0,POLYLINE
1.5,0.4951380802216763,0.0,POLYLINE
1.5,0.4892136779743134,0.0,POLYLINE
1.5,0.48109631191085345,0.0,POLYLINE
1.5,0.47088798034832424,0.0,POLYLINE
1.5,0.45869068160375354,0.0,POLYLINE
1.5,0.44460641399416906,0.0,POLYLINE
1.5,0.42873717583659865,0.0,POLYLINE
1.5,0.41118496544807015,0.0,POLYLINE
1.5,0.3920517811456111,0.0,POLYLINE
1.5,0.37143962124624946,0.0,POLYLINE
1.5,0.34945048406701296,0.0,POLYLINE
1.5,0.3261863679249293,0.0,POLYLINE
1.5,0.30174927113702626,0.0,POLYLINE
1.5,0.27624119202033165,0.0,POLYLINE
1.5,0.24976412889187327,0.0,POLYLINE
1.5,0.22242008006867886,0.0,POLYLINE
1.5,0.19431104386777617,0.0,POLYLINE
1.5,0.16553901860619297,0.0,POLYLINE
1.5,0.1362060026009571,0.0,POLYLINE
1.5,0.10641399416909628,0.0,POLYLINE
1.5,0.07626499162763811,0.0,POLYLINE
1.5,0.0458609932936106,0.0,POLYLINE
1.5,0.015303997484041543,0.0,POLYLINE
1.5,-0.015303997484041432,0.0,POLYLINE
1.5,-0.0458609932936106,0.0,POLYLINE
1.5,-0.07626499162763817,0.0,POLYLINE
1.5,-0.10641399416909614,0.0,POLYLINE
1.5,-0.13620600260095705,0.0,POLYLINE
1.5,-0.16553901860619302,0.0,POLYLINE
1.5,-0.1943110438677762,0.0,POLYLINE
1.5,-0.22242008006867886,0.0,POLYLINE
1.5,-0.24976412889187305,0.0,POLYLINE
1.5,-0.2762411920203317,0.0,POLYLINE
1.5,-0.301749271137026,0.0,POLYLINE
1.5,-0.3261863679249293,0.0,POLYLINE
1.5,-0.34945048406701285,0.0,POLYLINE
1.5,-0.3714396212462494,0.0,POLYLINE
1.5,-0.39205178114561123,0.0,POLYLINE
1.5,-0.41118496544806993,0.0,POLYLINE
1.5,-0.42873717583659854,0.0,POLYLINE
1.5,-0.4446064139941688,0.0,POLYLINE
1.5,-0.4586906816037535,0.0,POLYLINE
1.5,-0.47088798034832413,0.0,POLYLINE
1.5,-0.4810963119108531,0.0,POLYLINE
1.5,-0.4892136779743135,0.0,POLYLINE
1.5,-0.49513808022167627,0.0,POLYLINE
1.5,-0.4987675203359143,0.0,POLYLINE
1.5,-0.5,0.0,POLYLINE
1.5,-0.5,0.0,PRISMATIC_UP
1.5,-0.5,0.0005773436360985566,PRISMATIC_UP
1.5,-0.5,0.002225397288234436,PRISMATIC_UP
1.5,-0.5,0.004818195072167954,PRISMATIC_UP
1.5,-0.5,0.008229771103659423,PRISMATIC_UP
1.5,-0.5,0.012334159498469163,PRISMATIC_UP
1.5,-0.5,0.017005394372357485,PRISMATIC_UP
1.5,-0.5,0.0221175098410847,PRISMATIC_UP
1.5,-0.5,0.02754454002041113,PRISMATIC_UP
1.5,-0.5,0.033160519026097096,PRISMATIC_UP
1.5,-0.5,0.03883948097390289,PRISMATIC_UP
1.5,-0.5,0.04445545997958886,PRISMATIC_UP
1.5,-0.5,0.049882490158915285,PRISMATIC_UP
1.5,-0.5,0.05499460562764249,PRISMATIC_UP
1.5,-0.5,0.059665840501530815,PRISMATIC_UP
1.5,-0.5,0.06377022889634056,PRISMATIC_UP
1.5,-0.5,0.06718180492783203,PRISMATIC_UP
1.5,-0.5,0.06977460271176554,PRISMATIC_UP
1.5,-0.5,0.07142265636390144,PRISMATIC_UP
1.5,-0.5,0.07199999999999998,PRISMATIC_UP
1.5,-0.5,0.072,TRANSITION
1.500871294436016,-0.49843167001517075,0.072,TRANSITION
1.5034031735618516,-0.493874287588667,0.072,TRANSITION
1.5074726311041862,-0.4865492640124646,0.072,TRANSITION
1.5129566607897003,-0.47667801057853953,0.072,TRANSITION
1.5197322563450735,-0.4644819385788675,0.072,TRANSITION
1.5276764114969863,-0.45018245930542455,0.072,TRANSITION
1.5366661199721185,-0.43400098405018656,0.072,TRANSITION
1.5465783754971503,-0.41615892410512934,0.072,TRANSITION
1.5572901717987617,-0.39687769076222884,0.072,TRANSITION
1.5686785026036327,-0.37637869531346096,0.072,TRANSITION
1.5806203616384435,-0.35488334905080154,0.072,TRANSITION
1.592992742629874,-0.3326130632662266,0.072,TRANSITION
1.6056726393046046,-0.3097892492517118,0.072,TRANSITION
1.6185370453893149,-0.28663331829923316,0.072,TRANSITION
1.6314629546106851,-0.26336668170076666,0.072,TRANSITION
1.6443273606953954,-0.2402107507482881,0.072,TRANSITION
1.657007257370126,-0.21738693673377332,0.072,TRANSITION
1.6693796383615567,-0.19511665094919836,0.072,TRANSITION
1.6813214973963673,-0.1736213046865389,0.072,TRANSITION
1.6927098282012383,-0.15312230923777098,0.072,TRANSITION
1.7034216245028497,-0.1338410758948706,0.072,TRANSITION
1.7133338800278815,-0.11599901594981338,0.072,TRANSITION
1.7223235885030137,-0.09981754069457532,0.072,TRANSITION
1.730267743654926,-0.08551806142113239,0.072,TRANSITION
1.7370433392102997,-0.07332198942146029,0.072,TRANSITION
1.7425273688958134,-0.06345073598753515,0.072,TRANSITION
1.7465968264381484,-0.056125712411332795,0.072,TRANSITION
1.7491287055639837,-0.05156832998482885,0.072,TRANSITION
1.75,-0.04999999999999993,0.072,TRANSITION
1.75,-0.05,0.072,PRISMATIC_DOWN
1.75,-0.05,0.07142265636390144,PRISMATIC_DOWN
1.75,-0.05,0.06977460271176555,PRISMATIC_DOWN
1.75,-0.05,0.06718180492783203,PRISMATIC_DOWN
1.75,-0.05,0.06377022889634057,PRISMATIC_DOWN
1.75,-0.05,0.059665840501530835,PRISMATIC_DOWN
1.75,-0.05,0.05499460562764251,PRISMATIC_DOWN
1.75,-0.05,0.0498824901589153,PRISMATIC_DOWN
1.75,-0.05,0.044455459979588864,PRISMATIC_DOWN
1.75,-0.05,0.0388394809739029,PRISMATIC_DOWN
1.75,-0.05,0.0331605190260971,PRISMATIC_DOWN
1.75,-0.05,0.02754454002041114,PRISMATIC_DOWN
1.75,-0.05,0.02211750984108471,PRISMATIC_DOWN
1.75,-0.05,0.017005394372357506,PRISMATIC_DOWN
1.75,-0.05,0.01233415949846918,PRISMATIC_DOWN
1.75,-0.05,0.008229771103659439,PRISMATIC_DOWN
1.75,-0.05,0.004818195072167963,PRISMATIC_DOWN
1.75,-0.05,0.002225397288234454,PRISMATIC_DOWN
1.75,-0.05,0.0005773436360985568,PRISMATIC_DOWN
1.75,-0.05,2.7755575615628914e-17,PRISMATIC_DOWN
1.75,-0.05,0.0,POLYLINE
1.75,-0.04987675203359145,0.0,POLYLINE
1.75,-0.049513808022167635,0.0,POLYLINE
1.75,-0.048921367797431344,0.0,POLYLINE
1.75,-0.04810963119108535,0.0,POLYLINE
1.75,-0.04708879803483243,0.0,POLYLINE
1.75,-0.04586906816037536,0.0,POLYLINE
1.75,-0.04446064139941691,0.0,POLYLINE
1.75,-0.042873717583659876,0.0,POLYLINE
1.75,-0.04111849654480701,0.0,POLYLINE
1.75,-0.039205178114561104,0.0,POLYLINE
1.75,-0.037143962124624945,0.0,POLYLINE
1.75,-0.03494504840670129,0.0,POLYLINE
1.75,-0.032618636792492925,0.0,POLYLINE
1.75,-0.03017492711370262,0.0,POLYLINE
1.75,-0.027624119202033164,0.0,POLYLINE
1.75,-0.024976412889187328,0.0,POLYLINE
1.75,-0.022242008006867885,0.0,POLYLINE
1.75,-0.019431104386777608,0.0,POLYLINE
1.75,-0.016553901860619287,0.0,POLYLINE
1.75,-0.013620600260095699,0.0,POLYLINE
1.75,-0.010641399416909624,0.0,POLYLINE
1.75,-0.007626499162763797,0.0,POLYLINE
1.75,-0.004586099329361042,0.0,POLYLINE
1.75,-0.001530399748404146,0.0,POLYLINE
1.75,0.001530399748404146,0.0,POLYLINE
1.75,0.004586099329361083,0.0,POLYLINE
1.75,0.007626499162763832,0.0,POLYLINE
1.75,0.010641399416909635,0.0,POLYLINE
1.75,0.013620600260095712,0.0,POLYLINE
1.75,0.016553901860619315,0.0,POLYLINE
1.75,0.01943110438677765,0.0,POLYLINE
1.75,0.022242008006867896,0.0,POLYLINE
1.75,0.024976412889187345,0.0,POLYLINE
1.75,0.027624119202033184,0.0,POLYLINE
1.75,0.030174927113702635,0.0,POLYLINE
1.75,0.03261863679249297,0.0,POLYLINE
1.75,0.03494504840670132,0.0,POLYLINE
1.75,0.037143962124624993,0.0,POLYLINE
1.75,0.03920517811456116,0.0,POLYLINE
1.75,0.04111849654480704,0.0,POLYLINE
1.75,0.04287371758365989,0.0,POLYLINE
1.75,0.044460641399416884,0.0,POLYLINE
1.75,0.04586906816037539,0.0,POLYLINE
1.75,0.04708879803483246,0.0,POLYLINE
1.75,0.04810963119108541,0.0,POLYLINE
1.75,0.04892136779743145,0.0,POLYLINE
1.75,0.04951380802216768,0.0,POLYLINE
1.75,0.04987675203359149,0.0,POLYLINE
1.75,0.050000000000000044,0.0,POLYLINE
1.75,0.05,0.0,POLYLINE
1.7506162398320428,0.05,0.0,POLYLINE
1.7524309598891619,0.05,0.0,POLYLINE
1.7553931610128433,0.05,0.0,POLYLINE
1.7594518440445732,0.05,0.0,POLYLINE
1.764556009825838,0.05,0.0,POLYLINE
1.7706546591981234,0.05,0.0,POLYLINE
1.7776967930029153,0.05,0.0,POLYLINE
1.7856314120817007,0.05,0.0,POLYLINE
1.7944075172759648,0.05,0.0,POLYLINE
1.8039741094271944,0.05,0.0,POLYLINE
1.8142801893768754,0.05,0.0,POLYLINE
1.8252747579664934,0.05,0.0,POLYLINE
1.8369068160375355,0.05,0.0,POLYLINE
1.849125364431487,0.05,0.0,POLYLINE
1.8618794039898343,0.05,0.0,POLYLINE
1.8751179355540635,0.05,0.0,POLYLINE
1.8887899599656603,0.05,0.0,POLYLINE
1.9028444780661118,0.05,0.0,POLYLINE
1.9172304906969035,0.05,0.0,POLYLINE
1.9318969986995214,0.05,0.0,POLYLINE
1.9467930029154519,0.05,0.0,POLYLINE
1.9618675041861808,0.05,0.0,POLYLINE
1.9770695033531946,0.05,0.0,POLYLINE
1.9923480012579793,0.05,0.0,POLYLINE
2.0076519987420207,0.05,0.0,POLYLINE
2.0229304966468056,0.05,0.0,POLYLINE
2.0381324958138194,0.05,0.0,POLYLINE
2.053206997084548,0.05,0.0,POLYLINE
2.0681030013004786,0.05,0.0,POLYLINE
2.082769509303097,0.05,0.0,POLYLINE
2.097155521933888,0.05,0.0,POLYLINE
2.1112100400343397,0.05,0.0,POLYLINE
2.1248820644459365,0.05,0.0,POLYLINE
2.138120596010166,0.05,0.0,POLYLINE
2.1508746355685133,0.05,0.0,POLYLINE
2.1630931839624643,0.05,0.0,POLYLINE
2.1747252420335066,0.05,0.0,POLYLINE
2.185719810623125,0.05,0.0,POLYLINE
2.1960258905728054,0.05,0.0,POLYLINE
2.205592482724035,0.05,0.0,POLYLINE
2.2143685879182993,0.05,0.0,POLYLINE
2.2223032069970845,0.05,0.0,POLYLINE
2.229345340801877,0.05,0.0,POLYLINE
2.235443990174162,0.05,0.0,POLYLINE
2.240548155955427,0.05,0.0,POLYLINE
2.2446068389871567,0.05,0.0,POLYLINE
2.2475690401108386,0.05,0.0,POLYLINE
2.249383760167957,0.05,0.0,POLYLINE
2.25,0.05,0.0,POLYLINE
2.25,0.05,0.0,POLYLINE
2.25,0.04987675203359145,0.0,POLYLINE
2.25,0.049513808022167635,0.0,POLYLINE
2.25,0.048921367797431344,0.0,POLYLINE
2.25,0.04810963119108535,0.0,POLYLINE
2.25,0.04708879803483243,0.0,POLYLINE
2.25,0.04586906816037536,0.0,POLYLINE
2.25,0.04446064139941691,0.0,POLYLINE
2.25,0.042873717583659876,0.0,POLYLINE
2.25,0.04111849654480701,0.0,POLYLINE
2.25,0.039205178114561104,0.0,POLYLINE
2.25,0.037143962124624945,0.0,POLYLINE
2.25,0.03494504840670129,0.0,POLYLINE
2.25,0.032618636792492925,0.0,POLYLINE
2.25,0.03017492711370262,0.0,POLYLINE
2.25,0.027624119202033164,0.0,POLYLINE
2.25,0.024976412889187328,0.0,POLYLINE
2.25,0.022242008006867885,0.0,POLYLINE
2.25,0.019431104386777608,0.0,POLYLINE
2.25,0.016553901860619287,0.0,POLYLINE
2.25,0.013620600260095699,0.0,POLYLINE
2.25,0.010641399416909624,0.0,POLYLINE
2.25,0.007626499162763797,0.0,POLYLINE
2.25,0.004586099329361042,0.0,POLYLINE
2.25,0.001530399748404146,0.0,POLYLINE
2.25,-0.001530399748404146,0.0,POLYLINE
2.25,-0.004586099329361083,0.0,POLYLINE
2.25,-0.007626499162763832,0.0,POLYLINE
2.25,-0.010641399416909635,0.0,POLYLINE
2.25,-0.013620600260095712,0.0,POLYLINE
2.25,-0.016553901860619315,0.0,POLYLINE
2.25,-0.01943110438677765,0.0,POLYLINE
2.25,-0.022242008006867896,0.0,POLYLINE
2.25,-0.024976412889187345,0.0,POLYLINE
2.25,-0.027624119202033184,0.0,POLYLINE
2.25,-0.030174927113702635,0.0,POLYLINE
2.25,-0.03261863679249297,0.0,POLYLINE
2.25,-0.03494504840670132,0.0,POLYLINE
2.25,-0.037143962124624993,0.0,POLYLINE
2.25,-0.03920517811456116,0.0,POLYLINE
2.25,-0.04111849654480704,0.0,POLYLINE
2.25,-0.04287371758365989,0.0,POLYLINE
2.25,-0.044460641399416884,0.0,POLYLINE
2.25,-0.04586906816037539,0.0,POLYLINE
2.25,-0.04708879803483246,0.0,POLYLINE
2.25,-0.04810963119108541,0.0,POLYLINE
2.25,-0.04892136779743145,0.0,POLYLINE
2.25,-0.04951380802216768,0.0,POLYLINE
2.25,-0.04987675203359149,0.0,POLYLINE
2.25,-0.050000000000000044,0.0,POLYLINE
2.25,-0.05,0.0,POLYLINE
2.2493837601679574,-0.05,0.0,POLYLINE
2.247569040110838,-0.05,0.0,POLYLINE
2.2446068389871567,-0.05,0.0,POLYLINE
2.240548155955427,-0.05,0.0,POLYLINE
2.235443990174162,-0.05,0.0,POLYLINE
2.229345340801877,-0.05,0.0,POLYLINE
2.2223032069970845,-0.05,0.0,POLYLINE
2.2143685879182993,-0.05,0.0,POLYLINE
2.205592482724035,-0.05,0.0,POLYLINE
2.196025890572806,-0.05,0.0,POLYLINE
2.185719810623125,-0.05,0.0,POLYLINE
2.1747252420335066,-0.05,0.0,POLYLINE
2.1630931839624647,-0.05,0.0,POLYLINE
2.150874635568513,-0.05,0.0,POLYLINE
2.138120596010166,-0.05,0.0,POLYLINE
